City,id,zip,lat,lon,cdd Jan,hdd Jan,cdd Feb,hdd Feb,cdd Mar,hdd Mar,cdd Apr,hdd Apr,cdd May,hdd May,cdd Jun,hdd Jun,cdd Jul,hdd Jul,cdd Aug,hdd Aug,cdd Sep,hdd Sep,cdd Oct,hdd Oct,cdd Nov,hdd Nov,cdd Dec,hdd Dec,zip,lat,lon,cdd Jan 2021,cdd Feb 2021,cdd Mar 2021,cdd Apr 2021,cdd May 2021,cdd Jun 2021,cdd Jul 2021,cdd Aug 2021,cdd Sep 2021,cdd Oct 2021,cdd Nov 2021,cdd Dec 2021,cdd Jan 2022,cdd Feb 2022,cdd Mar 2022,cdd Apr 2022,cdd May 2022,cdd Jun 2022,cdd Jul 2022,cdd Aug 2022,cdd Sep 2022,cdd Oct 2022,cdd Nov 2022,cdd Dec 2022,cdd Jan 2023,cdd Feb 2023,cdd Mar 2023,cdd Apr 2023,cdd May 2023,cdd Jun 2023,cdd Jul 2023,cdd Aug 2023,cdd Sep 2023,cdd Oct 2023,cdd Nov 2023,cdd Dec 2023,hdd Jan 2021,hdd Feb 2021,hdd Mar 2021,hdd Apr 2021,hdd May 2021,hdd Jun 2021,hdd Jul 2021,hdd Aug 2021,hdd Sep 2021,hdd Oct 2021,hdd Nov 2021,hdd Dec 2021,hdd Jan 2022,hdd Feb 2022,hdd Mar 2022,hdd Apr 2022,hdd May 2022,hdd Jun 2022,hdd Jul 2022,hdd Aug 2022,hdd Sep 2022,hdd Oct 2022,hdd Nov 2022,hdd Dec 2022,hdd Jan 2023,hdd Feb 2023,hdd Mar 2023,hdd Apr 2023,hdd May 2023,hdd Jun 2023,hdd Jul 2023,hdd Aug 2023,hdd Sep 2023,hdd Oct 2023,hdd Nov 2023,hdd Dec 2023
"GRAND FORKS, ND",205,58201,47.91,-97.07,0,1421,0,1378,0,1003,3,503,242,61,518,2,526,2,367,1,184,83,51,387,0,953,0,1508,58201,47.91,-97.07,0,0,0,5,203,530,634,558,321,104,0,0,0,0,0,3,142,398,459,451,231,49,1,0,0,0,0,0,381,626,485,93,0,0,0,0,1168,1408,682,375,91,0,0,0,1,224,745,1352,1665,1433,1011,594,81,5,7,0,14,299,942,1511,1430,1294,1317,540,12,0,0,4,234,637,1173,1661
"JAMESTOWN, ND",206,58401,46.91,-98.69,0,1569,0,1521,0,1207,0,834,33,272,189,26,256,14,163,7,24,154,1,545,0,1078,0,1636,58401,46.91,-98.69,0,0,0,0,22,200,321,199,38,3,0,0,0,0,0,0,5,152,315,162,33,0,0,0,0,0,0,0,72,215,131,127,0,0,0,0,1308,1593,865,690,344,14,4,6,99,473,916,1553,1758,1552,1166,891,312,57,0,13,158,553,1183,1775,1640,1419,1591,920,160,8,37,1,206,608,1134,1581
"MINOT, ND",207,58704,48.42,-101.32,0,1486,0,1486,0,1186,0,805,27,273,158,35,242,18,171,11,42,141,6,534,0,1065,0,1623,58704,48.42,-101.32,0,0,0,0,19,199,347,194,59,17,0,0,0,0,0,0,4,98,223,211,67,0,0,0,0,0,0,0,57,177,157,108,0,0,0,0,1283,1614,861,655,326,14,6,23,63,443,860,1549,1647,1499,1153,914,309,73,5,7,122,532,1206,1769,1527,1345,1545,847,185,19,44,4,237,626,1129,1551
"WILLISTON, ND",208,58801,48.16,-103.63,0,1195,0,1151,0,822,5,412,199,53,518,0,664,1,504,1,241,88,52,350,1,940,0,1440,58801,48.16,-103.63,0,0,0,14,175,611,841,690,386,104,0,0,0,0,0,0,133,391,598,705,338,51,4,0,0,0,0,0,288,552,552,118,0,0,0,0,929,1258,506,301,84,0,0,0,0,179,642,1224,1355,1124,716,469,57,1,3,0,3,214,1004,1494,1300,1071,1243,467,19,0,0,3,262,658,1174,1603
"GRAND ISLAND, NE",209,68801,40.95,-98.29,0,1121,0,1100,0,744,19,431,89,137,312,3,368,0,327,0,131,35,10,340,2,751,0,1115,68801,40.95,-98.29,0,0,0,20,65,346,371,359,168,10,0,0,0,0,0,18,101,319,390,349,193,21,7,0,0,0,0,20,100,272,344,272,33,0,0,0,1061,1373,587,423,173,0,0,0,27,293,600,907,1138,988,756,449,160,6,0,1,30,327,803,1225,1164,939,888,420,78,4,0,0,49,401,850,1213
"LINCOLN, NE",210,68503,40.82,-96.67,0,1151,0,1120,0,715,23,409,113,124,341,4,397,1,383,0,156,34,16,320,3,735,0,1097,68503,40.82,-96.67,0,0,0,24,87,352,372,416,180,14,0,0,0,0,0,21,122,348,470,402,222,33,8,0,0,0,0,25,130,322,348,330,65,0,0,0,1109,1393,567,385,161,0,0,0,28,270,600,890,1219,1012,752,464,146,7,0,0,45,335,803,1214,1124,955,826,378,66,4,2,0,29,354,803,1186
"NORFOLK, NE",211,68701,42.03,-97.41,0,1227,0,1177,0,803,15,479,97,155,297,7,357,1,309,0,113,48,11,384,1,812,0,1199,68701,42.03,-97.41,0,0,0,14,65,309,324,336,144,10,0,0,0,0,0,8,93,314,456,342,170,24,2,0,0,0,0,22,132,268,290,249,26,0,0,0,1145,1426,646,463,211,2,0,0,36,321,646,996,1254,1076,824,514,173,13,0,0,40,404,899,1324,1282,1030,939,461,82,5,2,0,68,426,892,1278
"NORTH PLATTE, NE",212,69101,41.13,-100.77,0,1185,0,1134,0,828,10,515,37,184,230,12,349,4,320,0,103,61,3,420,0,822,0,1138,69101,41.13,-100.77,0,0,0,0,32,264,360,351,146,4,0,0,0,0,0,13,52,280,401,367,146,6,0,0,0,0,0,16,26,146,285,243,16,0,0,0,1081,1333,675,538,207,7,0,0,41,388,659,959,1177,1011,863,483,221,15,0,0,53,400,905,1243,1298,1057,945,523,125,14,11,0,88,472,903,1211
"OMAHA, NE",213,68105,41.24,-95.96,0,1202,0,1119,0,735,21,403,119,129,338,3,379,0,361,0,144,36,17,319,1,745,0,1127,68105,41.24,-95.96,0,0,0,28,77,384,400,410,203,28,0,0,0,0,0,17,151,304,402,371,175,22,3,0,0,0,0,18,129,326,336,303,55,0,0,0,1124,1361,579,375,165,0,0,0,18,241,609,899,1303,1026,752,457,154,4,0,0,52,353,823,1263,1178,970,873,377,68,6,1,0,37,362,802,1219
"SCOTTSBLUFF, NE",214,69361,41.86,-103.66,0,1121,0,1098,0,836,2,560,15,222,197,14,365,4,280,0,96,79,1,447,0,837,0,1149,69361,41.86,-103.66,0,0,0,0,7,284,409,273,139,3,0,0,0,0,0,6,16,208,402,379,146,0,0,0,0,0,0,1,22,99,284,187,3,0,0,0,1034,1258,784,570,263,4,0,0,53,405,627,937,1089,1020,804,579,280,15,0,0,54,412,962,1295,1239,1015,919,530,123,22,11,0,129,524,923,1215
"VALENTINE, NE",215,69201,42.87,-100.55,0,1154,0,1181,0,868,9,567,37,194,218,21,359,4,306,0,97,73,6,451,0,868,0,1256,69201,42.87,-100.55,0,0,0,3,31,294,461,362,131,9,0,0,0,0,0,13,34,208,375,330,149,10,0,0,0,0,0,10,47,153,242,226,12,0,0,0,1043,1311,673,541,244,1,0,0,36,368,597,1042,1066,1053,849,573,221,32,0,1,72,475,1055,1443,1354,1179,1081,586,116,29,12,0,111,509,952,1282
"CONCORD, NH",216,03301,43.23,-71.56,0,1230,0,1093,0,906,1,551,29,263,106,69,210,7,207,2,24,138,1,435,1,770,0,1104,03301,43.23,-71.56,0,0,0,0,28,184,139,242,44,2,0,0,0,0,0,0,55,51,222,270,28,0,4,0,0,0,0,4,5,82,270,110,0,0,0,0,1198,1162,886,553,266,44,18,7,91,317,800,1041,1445,1044,897,589,220,75,2,0,161,456,694,1067,1047,1073,934,511,303,89,1,0,161,531,815,1204
"LEBANON, NH",217,03784,43.64,-72.31,0,960,0,840,2,622,15,230,202,30,410,1,580,0,434,1,185,68,61,250,12,611,0,957,03784,43.64,-72.31,0,0,5,7,197,513,502,597,316,136,0,0,0,0,1,0,268,349,601,632,239,46,35,0,0,0,0,39,142,368,637,72,0,0,0,0,928,909,605,225,29,0,0,0,2,74,528,791,1175,791,612,254,27,0,0,0,11,125,453,817,777,819,648,211,34,2,0,3,191,551,851,1264
"MOUNT WASHINGTON, NH",218,03589,44.27,-71.3,0,1715,0,1585,0,1569,0,1188,0,871,0,569,2,419,0,433,0,682,0,912,0,1315,0,1601,03589,44.27,-71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,1611,1562,1197,903,506,514,358,651,816,1393,1541,1934,1587,1572,1250,758,599,374,411,663,844,1228,1565,1511,1557,1573,1116,952,601,370,530,733,1076,1325,1698
"ATLANTIC CITY, NJ",219,08401,39.36,-74.42,0,898,0,766,1,615,17,344,53,167,177,13,407,0,351,0,127,23,13,231,4,555,0,799,08401,39.36,-74.42,0,0,4,18,63,245,375,384,184,38,0,0,0,0,0,7,82,174,426,400,132,0,12,0,0,0,0,27,14,113,421,268,65,0,0,0,926,832,598,360,164,6,0,0,10,111,601,674,1069,782,600,392,127,7,0,0,39,278,493,857,699,683,648,280,211,26,0,0,19,303,571,867
"NEWARK, NJ",220,07107,40.76,-74.19,0,904,0,791,1,612,18,308,85,95,275,2,481,0,428,0,168,16,23,207,6,510,0,776,07107,40.76,-74.19,0,0,3,10,93,340,432,467,227,65,0,0,0,0,0,7,115,275,521,485,181,4,18,0,0,0,0,38,47,209,491,333,96,0,0,0,944,891,607,323,115,0,0,0,3,79,535,628,1120,808,615,351,77,0,0,0,37,283,442,825,649,674,615,249,94,7,0,0,8,259,553,875
"ALBUQUERQUE, NM",221,87108,35.07,-106.58,0,839,0,715,0,539,6,215,121,22,339,1,531,0,371,0,218,5,6,230,0,576,0,802,87108,35.07,-106.58,0,0,0,1,114,395,444,394,270,10,0,0,0,0,0,14,160,326,507,372,255,9,0,0,0,0,0,3,88,296,642,346,129,0,0,0,848,680,522,225,32,2,0,0,14,211,430,726,818,768,514,168,20,0,0,0,0,250,684,787,850,697,582,251,13,0,0,0,2,230,613,893
"CARLSBAD, NM",222,88220,32.4,-104.23,1,652,0,579,10,317,68,112,288,9,543,0,623,0,465,0,298,0,52,90,3,429,5,526,88220,32.4,-104.23,0,0,5,48,264,489,451,438,336,91,0,13,4,0,10,113,364,569,734,497,321,46,8,3,0,1,14,43,235,571,684,459,238,20,0,0,687,600,300,162,11,0,0,0,1,58,354,336,681,642,371,61,14,0,0,0,0,123,508,572,587,496,279,113,3,0,0,0,0,89,424,670
"CLAYTON, NM",223,88415,36.45,-103.17,0,917,0,878,0,642,4,394,62,138,212,29,355,0,270,1,137,24,6,289,0,635,0,844,88415,36.45,-103.17,0,0,1,4,39,266,300,321,193,13,0,0,0,0,0,5,123,247,403,265,184,4,0,0,0,0,0,3,23,124,361,223,34,0,0,0,923,976,583,436,195,8,0,2,20,252,469,683,884,908,664,339,141,34,0,1,15,292,760,917,943,750,680,407,78,45,0,0,38,323,676,931
"CLOVIS, NM",224,88101,34.41,-103.2,0,822,0,751,0,533,14,277,117,60,337,6,473,0,338,0,181,4,13,202,1,550,2,718,88101,34.41,-103.2,0,0,0,10,94,361,311,335,207,25,0,7,0,0,0,32,191,393,617,350,218,13,3,0,0,0,0,1,65,256,490,328,118,0,0,0,862,802,520,327,86,3,0,0,11,180,452,573,806,815,568,213,64,5,0,0,0,225,658,771,798,637,511,291,30,10,0,0,1,200,539,809
"GALLUP, NM",225,87301,35.52,-108.73,0,979,0,917,0,814,0,505,4,222,117,46,293,0,153,0,44,80,0,486,0,817,0,948,87301,35.52,-108.73,0,0,0,0,2,163,283,177,55,0,0,0,0,0,0,0,9,157,260,178,76,0,0,0,0,0,0,0,0,30,337,104,2,0,0,0,1153,879,838,489,221,9,0,0,78,478,685,926,1031,956,794,484,181,16,0,1,39,471,907,791,752,916,809,543,264,112,0,0,122,508,858,1128
"ROSWELL, NM",226,88203,33.33,-104.52,0,677,0,573,6,313,67,105,291,5,526,0,607,0,473,0,308,1,49,101,3,443,0,608,88203,33.33,-104.52,0,0,3,54,254,505,444,474,351,85,0,1,0,0,10,105,360,528,660,506,356,50,9,0,0,0,6,42,258,545,718,439,218,13,0,0,697,565,298,144,8,0,0,0,3,61,333,442,729,645,366,55,8,0,0,0,0,124,525,639,604,510,276,116,0,0,0,0,0,117,472,742
"ELKO, NV",227,89801,40.95,-115.79,0,1139,0,997,0,862,0,596,3,328,114,73,368,0,144,7,55,134,0,474,1,932,0,1193,89801,40.95,-115.79,0,0,0,0,0,218,418,179,47,0,0,0,0,0,0,0,5,102,381,165,118,0,3,0,0,0,0,0,5,21,306,88,0,0,0,0,1037,873,827,560,327,20,0,13,116,505,726,1145,1122,941,756,628,419,89,0,4,84,351,1161,1228,1258,1176,1003,599,237,110,0,3,203,565,910,1206
"ELY, NV",228,89301,39.42,-115.0,0,1248,0,1093,0,982,0,675,0,441,53,150,296,0,87,21,31,178,0,594,0,904,0,1211,89301,39.42,-115.0,0,0,0,0,0,107,220,91,22,0,0,0,0,0,0,0,0,52,239,128,72,0,0,0,0,0,0,0,0,0,429,41,0,0,0,0,1131,998,926,662,414,45,0,40,158,618,726,1184,1211,1019,818,667,502,145,0,7,129,562,1042,1237,1401,1261,1201,695,406,259,1,15,246,603,943,1212
"LAS VEGAS, NV",229,89101,36.17,-115.12,0,496,0,347,20,231,188,34,419,5,696,0,941,0,816,0,600,0,182,31,20,254,0,504,89101,36.17,-115.12,0,0,7,208,441,826,931,872,642,124,54,0,0,0,49,186,408,726,882,813,656,289,6,0,0,0,3,170,408,536,1011,764,503,132,0,0,471,286,228,8,7,0,0,0,0,38,93,466,463,326,142,25,6,0,0,0,0,39,379,493,553,430,322,70,2,0,0,0,0,15,291,552
"LOVELOCK, NV",230,89419,40.32,-118.2,0,687,0,580,10,335,95,92,343,12,720,0,1035,0,732,0,450,30,151,192,4,567,0,883,89419,40.32,-118.2,0,0,1,101,361,916,1174,929,621,181,12,0,0,0,28,51,274,673,1075,1057,716,271,0,0,0,0,0,134,393,572,857,209,13,0,0,0,685,456,333,43,10,0,0,0,0,20,271,711,647,522,236,91,23,0,0,0,0,101,594,816,728,761,437,142,2,0,0,0,89,455,837,1121
"RENO, NV",231,89501,39.52,-119.81,0,899,0,737,0,651,3,374,37,184,199,26,496,0,305,0,128,54,3,327,0,672,0,910,89501,39.52,-119.81,0,0,0,3,32,329,528,325,144,1,0,0,0,0,0,0,35,189,474,434,227,7,0,0,0,0,0,6,45,78,487,157,12,0,0,0,824,688,660,337,145,19,0,1,41,380,505,868,837,715,490,401,226,31,0,0,39,202,792,890,1035,809,804,385,180,28,0,0,81,399,718,972
"TONOPAH, NV",232,89049,38.36,-116.26,0,945,0,807,0,747,13,403,123,141,244,24,482,0,304,1,111,40,0,369,0,707,0,1041,89049,38.36,-116.26,0,0,0,2,30,311,445,322,130,0,0,0,0,0,0,0,45,358,582,359,171,0,0,0,0,0,0,37,293,62,419,231,33,0,0,0,943,755,766,371,164,11,0,3,39,445,532,1043,885,792,605,393,234,22,0,0,31,288,837,1073,1006,873,869,445,24,39,0,0,49,373,752,1007
"WINNEMUCCA, NV",233,89445,41.12,-118.05,0,930,0,762,0,794,0,533,8,281,153,62,474,0,250,2,64,110,1,429,0,799,0,1024,89445,41.12,-118.05,0,0,0,0,6,307,481,234,51,0,0,0,0,0,0,0,4,127,382,357,138,4,0,0,0,0,0,0,13,25,558,160,3,0,0,0,878,804,800,490,259,20,0,5,99,464,674,1079,978,870,676,588,357,83,0,0,91,325,900,903,934,611,905,520,226,82,0,0,141,499,824,1090
"ALBANY, NY",234,12210,42.66,-73.76,0,1229,0,1047,0,872,7,485,45,224,126,41,255,8,209,2,34,119,1,384,3,734,0,1027,12210,42.66,-73.76,0,0,0,0,28,151,109,191,38,1,0,0,0,0,0,0,83,101,319,328,63,3,8,0,0,0,0,22,23,125,337,109,0,0,0,0,1286,1152,887,547,321,52,24,6,114,253,783,895,1406,1055,859,515,137,19,0,0,98,396,629,1024,996,934,870,392,215,51,0,0,146,503,790,1162
"BINGHAMTON, NY",235,13905,42.17,-75.94,0,1252,0,1081,0,941,8,561,28,276,84,68,166,11,144,7,45,156,1,443,1,796,0,1087,13905,42.17,-75.94,0,0,0,2,31,140,115,189,116,3,0,0,0,0,0,0,35,41,164,184,19,0,2,0,0,0,0,22,19,72,218,58,0,0,0,0,1255,1167,906,591,335,55,23,13,105,311,854,957,1463,1116,933,646,207,82,8,5,180,497,717,1135,1037,960,985,446,286,68,1,3,182,520,817,1169
"BUFFALO, NY",236,14201,42.9,-78.89,0,1145,0,1021,0,834,3,522,45,248,133,37,220,2,237,0,49,81,14,348,2,694,0,975,14201,42.9,-78.89,0,0,0,5,42,206,197,333,81,41,0,0,0,0,0,0,67,92,212,239,62,0,5,0,0,0,0,5,25,102,251,138,4,0,0,0,1102,1123,762,503,280,17,6,0,38,216,687,827,1339,1026,818,587,176,47,0,0,108,391,657,1010,995,914,921,477,287,47,0,0,98,436,739,1087
"GLENS FALLS, NY",237,12801,43.31,-73.64,0,1113,0,893,1,655,37,236,188,46,379,0,554,0,377,0,151,67,50,255,12,613,0,958,12801,43.31,-73.64,0,0,2,14,125,393,395,450,204,115,0,0,0,0,0,16,276,376,629,593,248,36,36,0,0,0,0,81,163,368,637,88,0,0,0,0,1170,998,671,283,96,0,0,0,10,79,567,758,1290,901,641,253,8,0,0,0,13,141,441,887,880,780,652,173,33,0,0,1,178,546,832,1230
"MASSENA, NY",238,13662,44.92,-74.89,0,1517,0,1327,0,1065,0,585,21,301,85,75,144,20,143,10,7,173,0,482,1,850,0,1223,13662,44.92,-74.89,0,0,0,0,29,135,90,211,10,0,0,0,0,0,0,0,28,42,147,138,11,0,4,0,0,0,0,0,7,78,196,80,0,0,0,0,1437,1366,1023,549,336,45,43,13,137,365,898,1171,1825,1362,1081,644,233,75,10,14,192,528,777,1160,1288,1254,1091,561,335,105,8,4,189,554,876,1338
"NEW YORK, NY",239,10028,40.78,-73.95,0,859,0,760,1,623,12,321,72,111,245,3,454,0,427,0,186,10,26,169,3,472,0,756,10028,40.78,-73.95,0,0,2,3,86,324,397,447,241,70,0,0,0,0,0,0,81,222,480,492,201,7,9,0,0,0,0,34,48,190,485,343,115,0,0,0,868,835,613,317,132,0,1,0,4,79,487,625,1038,767,625,375,100,2,0,0,22,207,411,805,670,678,631,270,100,8,0,0,3,222,518,838
"ROCHESTER, NY",240,14619,43.14,-77.65,0,1182,0,1056,0,862,3,514,37,263,126,41,192,4,214,1,29,97,5,381,2,709,0,997,14619,43.14,-77.65,0,0,0,1,39,196,149,278,37,16,0,0,0,0,0,2,60,100,207,234,49,0,5,0,0,0,0,7,12,83,221,129,1,0,0,0,1143,1152,799,534,293,24,10,2,59,244,726,876,1409,1094,858,557,198,41,2,0,121,451,653,1020,994,922,928,452,298,59,0,0,110,447,749,1096
"SYRACUSE, NY",241,13203,43.06,-76.13,0,1198,0,1033,0,872,9,491,49,222,142,35,272,1,249,0,51,86,9,350,2,689,0,992,13203,43.06,-76.13,0,0,0,0,57,248,234,323,68,28,0,0,0,0,0,1,61,68,282,292,79,0,7,0,0,0,0,25,28,111,300,133,5,0,0,0,1169,1113,823,473,241,20,3,0,38,205,712,842,1415,1051,862,583,171,44,0,0,109,389,603,1013,1011,934,931,417,254,42,0,0,112,456,753,1122
"UTICA, NY",242,13501,43.1,-75.23,0,969,0,814,4,610,54,237,221,35,438,0,584,0,447,0,195,52,68,243,9,575,0,881,13501,43.1,-75.23,0,0,8,39,219,559,548,629,312,168,0,0,0,0,4,26,262,355,599,598,274,35,28,0,0,0,0,98,182,400,606,113,0,0,0,0,940,894,565,212,44,0,0,0,0,77,511,649,1186,832,600,308,13,0,0,0,22,156,423,820,782,715,665,190,49,0,0,0,134,495,790,1175
"WATERTOWN, NY",243,13601,43.97,-75.91,0,1380,0,1214,0,991,0,578,21,321,98,80,172,15,157,7,17,157,4,429,2,777,0,1096,13601,43.97,-75.91,0,0,0,0,26,145,99,222,22,12,0,0,0,0,0,0,34,81,228,183,30,0,5,0,0,0,0,0,2,68,188,65,0,0,0,0,1320,1309,938,578,360,64,31,8,126,279,788,995,1660,1230,984,632,229,83,8,8,160,479,722,1067,1159,1102,1050,523,373,94,6,4,184,529,822,1227
"AKRON, OH",244,44302,41.09,-81.54,0,1069,0,927,0,710,18,438,63,188,171,27,273,0,265,0,85,66,25,312,1,676,0,928,44302,41.09,-81.54,0,0,0,22,76,244,256,345,122,74,0,0,0,0,0,17,94,194,309,281,120,0,4,0,0,0,0,15,20,76,253,170,14,0,0,0,1055,1091,650,412,248,9,0,0,39,176,716,763,1278,965,686,497,98,13,0,0,86,350,596,958,873,726,793,404,218,58,0,0,72,411,715,1062
"CINCINNATI, OH",245,45219,39.13,-84.51,0,983,0,825,0,569,13,356,89,116,243,4,353,0,334,0,142,31,23,248,1,623,0,830,45219,39.13,-84.51,0,0,0,16,83,270,334,385,180,66,0,0,0,0,0,13,122,276,384,315,150,3,2,0,0,0,0,9,62,182,340,302,95,0,0,0,980,996,516,346,179,5,0,0,25,168,683,631,1149,849,534,395,56,0,0,0,55,294,583,918,820,631,656,326,112,7,0,0,12,283,603,941
"CLEVELAND, OH",246,44102,41.48,-81.74,0,1071,0,954,0,718,14,459,63,212,175,21,256,0,241,0,80,63,21,308,2,663,0,915,44102,41.48,-81.74,0,0,0,14,71,233,236,308,124,63,0,0,0,0,0,14,100,192,267,246,103,0,5,0,0,0,0,15,18,101,266,169,13,0,0,0,1052,1124,646,447,272,15,0,0,44,192,709,757,1279,984,727,521,136,11,0,0,82,341,593,943,883,753,780,408,229,36,0,0,62,392,687,1046
"COLUMBUS, OH",247,43201,39.98,-82.98,0,1034,0,884,0,627,12,391,82,140,225,7,329,0,305,0,121,40,27,271,2,643,0,880,43201,39.98,-82.98,0,0,0,16,86,282,318,367,147,79,0,0,0,0,0,13,94,248,331,279,138,1,5,0,0,0,0,7,67,146,337,270,77,0,0,0,1019,1058,565,374,219,3,0,0,32,165,698,717,1227,916,617,455,63,2,0,0,68,335,597,957,856,679,699,345,138,16,0,0,21,312,635,966
"DAYTON, OH",248,45410,39.75,-84.16,0,1032,0,900,0,622,15,382,87,142,229,6,333,0,301,0,121,43,22,277,0,658,0,904,45410,39.75,-84.16,0,0,0,20,87,280,322,369,162,66,0,0,0,0,0,13,115,254,332,302,156,1,1,0,0,0,0,11,60,153,344,231,46,0,0,0,1019,1094,575,356,213,6,0,0,30,166,707,705,1227,925,602,437,76,0,0,0,69,314,591,967,849,682,690,353,137,12,0,0,31,352,677,1040
"FINDLAY, OH",249,45840,41.04,-83.64,0,1072,0,971,0,679,14,410,86,158,245,10,326,0,254,1,94,54,25,300,0,676,0,935,45840,41.04,-83.64,0,0,0,19,90,291,301,335,132,73,0,0,0,0,0,11,125,287,356,263,129,2,0,0,0,0,0,13,43,157,321,165,20,0,0,0,1035,1154,614,374,219,6,0,0,38,175,703,751,1285,982,658,471,88,0,0,2,70,331,603,971,896,777,765,386,167,24,0,0,54,394,722,1083
"LANCASTER, OH",250,43130,39.72,-82.59,0,1041,0,900,0,657,7,424,53,162,212,16,296,0,247,0,82,61,19,324,1,685,0,900,43130,39.72,-82.59,0,0,0,5,62,248,248,332,121,58,0,0,0,0,0,8,63,285,357,213,90,0,4,0,0,0,0,7,33,102,283,197,34,0,0,0,1032,1096,623,418,235,15,0,0,43,174,730,712,1235,913,634,478,80,8,0,0,96,423,642,966,855,692,715,376,172,25,0,0,43,374,682,1023
"MANSFIELD, OH",251,44902,40.76,-82.52,0,904,0,768,2,477,51,239,210,63,407,0,525,0,392,0,211,31,81,198,7,565,0,836,44902,40.76,-82.52,0,0,6,59,182,468,518,563,326,201,0,0,0,0,1,40,251,435,531,475,296,42,20,0,0,0,0,53,196,319,527,139,11,0,0,0,889,942,419,226,111,0,0,0,1,47,525,591,1097,800,466,291,16,0,0,0,16,136,439,831,726,563,547,200,63,0,0,0,75,411,731,1086
"TOLEDO, OH",252,43620,41.67,-83.55,0,1103,0,1004,0,703,15,434,85,166,228,9,320,0,286,0,103,54,23,313,0,672,0,955,43620,41.67,-83.55,0,0,0,15,85,288,324,365,145,70,0,0,0,0,0,15,136,242,300,307,142,0,0,0,0,0,0,15,35,153,337,187,22,0,0,0,1054,1193,626,396,229,10,0,0,33,203,676,796,1335,1010,708,499,100,2,0,1,71,336,607,962,921,809,775,407,170,14,0,0,59,401,732,1107
"YOUNGSTOWN, OH",253,44504,41.12,-80.65,0,1102,0,955,0,748,18,473,46,228,143,47,218,2,197,1,52,89,14,361,1,702,0,961,44504,41.12,-80.65,0,0,0,17,62,206,199,266,73,41,0,0,0,0,0,16,59,137,221,211,78,0,4,0,0,0,0,20,17,87,235,113,4,0,0,0,1059,1101,661,463,295,36,7,0,62,222,747,804,1332,990,748,534,158,42,0,2,108,426,635,1006,916,774,834,423,231,63,0,0,98,435,724,1073
"GAGE, OK",254,73843,36.31,-99.75,0,539,5,509,55,195,209,49,440,7,749,0,915,0,757,0,527,0,200,67,43,358,6,606,73843,36.31,-99.75,0,2,61,186,362,806,893,900,730,307,57,18,0,5,61,224,461,804,996,924,676,293,71,1,0,7,43,218,498,636,855,446,174,0,0,0,480,675,115,76,7,0,0,0,0,7,148,328,599,492,231,33,14,0,0,0,0,11,325,567,537,359,240,39,0,0,0,0,0,183,601,922
"HOBART, OK",255,73651,35.02,-99.09,0,756,0,754,7,418,64,185,216,36,448,0,634,0,570,0,358,0,84,98,4,446,3,657,73651,35.02,-99.09,0,0,7,53,135,411,508,552,424,145,3,10,0,0,8,101,311,534,789,623,376,82,9,0,0,0,5,39,201,400,606,534,273,24,0,0,752,945,324,188,50,0,0,0,1,75,367,448,840,728,454,150,46,0,0,0,0,125,499,742,675,590,475,217,11,0,0,0,0,93,473,782
"MCALESTER, OK",256,74501,34.92,-95.76,0,697,0,657,17,337,49,170,190,35,421,0,597,0,552,0,339,0,70,96,7,418,8,569,74501,34.92,-95.76,0,0,13,36,120,386,520,543,364,106,5,24,0,0,21,74,258,469,730,580,371,78,16,0,1,1,16,36,191,409,542,532,282,25,0,0,696,865,261,192,47,0,0,0,0,91,379,345,771,635,381,133,25,0,0,0,0,128,477,661,624,470,369,186,33,0,0,0,0,70,399,701
"OKLAHOMA CITY, OK",257,73119,35.42,-97.57,0,783,0,764,4,420,38,208,157,49,375,1,541,2,521,0,304,0,54,109,4,482,3,664,73119,35.42,-97.57,0,0,5,19,80,345,475,496,345,81,0,8,0,0,3,70,235,418,646,558,317,64,13,0,0,0,5,26,155,362,501,509,251,17,0,0,799,965,338,241,57,2,0,0,0,87,413,443,861,744,456,160,64,0,0,0,0,139,558,762,688,584,465,224,26,0,6,0,0,102,474,787
"PONCA CITY, OK",258,74601,36.7,-97.15,0,507,5,503,78,131,238,24,496,0,784,0,931,0,827,0,563,0,244,46,44,325,10,560,74601,36.7,-97.15,0,1,89,210,401,787,877,961,735,363,46,30,0,3,85,261,533,810,1005,991,714,354,86,0,0,10,59,242,553,756,911,529,239,14,0,0,481,681,57,40,0,0,0,0,0,0,142,254,587,493,177,18,0,0,0,0,0,17,310,565,453,335,159,15,0,0,0,0,0,121,523,860
"TULSA, OK",259,74104,36.15,-95.95,0,777,0,730,7,396,42,186,185,49,440,0,586,0,577,0,351,0,67,102,4,451,3,647,74104,36.15,-95.95,0,0,5,34,121,430,517,591,436,110,0,8,0,1,6,49,243,468,677,597,353,67,11,0,0,0,9,44,190,423,565,542,264,23,0,0,765,937,301,191,57,1,0,0,0,91,395,404,848,696,424,179,57,0,0,0,0,128,500,756,717,556,464,189,34,0,0,0,0,88,457,782
